PTRATIO,AGE,LSTAT,NOX,RAD,ZN,RM,TAX,INDUS,CHAS,CRIM,DIS,MEDV
17.819236533763675,60.46275299998643,5.697665181991216,0.4310106860067722,5.0,18.0,7.3226840065848915,280.0,2.423363805772499,0.0,0.005857818778082693,4.775247208239947,46.486077945092134
23.526050848498443,88.46850669016419,20.754145863719007,0.46786290079545534,28.0,0.0,6.044137810454176,650.0,18.988261854754214,0.0,7.466670559223224,2.8368938060101283,26.729494818427977
23.526050848498443,88.37577240642187,17.962518746438167,0.5752150047450975,28.0,0.0,6.688979489513135,650.0,18.988261854754214,0.0,6.5090284134138825,2.1886744294783878,27.504262784179513
22.36139486589951,56.93885021777862,13.054289101710797,0.39976641694680176,9.0,0.0,6.505216316724312,263.0,6.252488433941166,0.0,0.09031421862917367,3.9438404754801266,38.73839828757678
14.674665380746553,33.94074784968563,9.850782573683606,0.3236585820571301,6.0,80.0,7.915181024304004,313.0,1.5945943657031163,0.0,0.04324775699135102,8.533565243282586,58.68867340567882
20.847342088520897,31.344187904900934,11.681357732556288,0.3589085266376096,7.0,0.0,6.328135441127811,217.0,7.249109912505614,0.0,0.1588840656548948,5.954931750833014,37.382554347511594
21.42967007982036,80.95702970703704,10.61733592146154,0.4358174966313831,8.0,0.0,7.31377427699513,288.0,10.38584488188214,0.0,0.34220042608672946,4.2058369237757365,46.098693962216366
19.682686105921963,26.33653658281617,14.22128076549213,0.35081706208618135,5.0,35.0,6.3548646298970946,288.0,6.357395958000581,0.0,0.04655668310491988,7.753296854708807,33.12133053587815
17.120442944204314,91.34326948617581,18.065488599124755,0.697788675672674,9.0,0.0,6.358205778493254,387.0,20.540893210833563,0.0,1.9920105951708482,1.895154344355766,37.576246338949474
22.24492926763962,86.15014959660643,20.513882874116966,0.4654594954831499,6.0,0.0,6.638862260570729,172.0,26.908779921240086,0.0,0.08618964686296039,2.4365436183070774,39.706858244766195
17.120442944204314,88.74670954139111,33.78555277594389,0.697788675672674,9.0,0.0,5.486165994895388,387.0,20.540893210833563,0.0,2.195402961098454,1.7055455065518133,28.27903074993105
21.546135678080258,52.02393317943617,7.471034867149124,0.3597096617417114,7.0,0.0,7.383938397514499,231.0,4.710347830267758,0.0,0.05315599793086114,5.181201598045579,51.52206972247712
23.526050848498443,92.73428374231047,28.099328688695632,0.5607945728712649,28.0,0.0,6.147713416935148,650.0,18.988261854754214,0.0,7.407990415735816,1.7899588007219225,23.82411494685972
21.662601276340155,57.03158450152093,15.617094324132548,0.3717266883032385,7.0,20.0,6.593199896423203,207.0,7.301563674535322,1.0,0.08402077092297407,4.573846195178483,40.09424222764196
18.518030123323033,31.71512503987018,3.5581804650587707,0.31564723101611203,7.0,90.0,8.301640545259891,228.0,3.934032152228083,0.0,0.014255261520080983,7.397663529615925,85.2244762326689
21.662601276340155,92.73428374231047,26.417487761481357,0.3917550659057837,8.0,0.0,5.951699365960405,261.0,11.109706797892107,1.0,0.4038465537655712,4.524225655728556,38.73839828757678
23.526050848498443,89.95225523004115,19.575713105194716,0.5607945728712649,28.0,,6.362660643288135,650.0,18.988261854754214,0.0,6.453008386998168,2.249269864712533,29.247490707120466
20.730876490261007,80.02968686961393,6.292602108624836,0.3917550659057837,6.0,0.0,7.8038094044319894,254.0,3.5773465704260703,0.0,0.052460845385993736,3.9949788196661684,45.7113099793406
19.333289311142288,30.695047918704766,6.098103497994614,0.40857890309192163,9.0,0.0,7.290386236822008,280.0,4.2487547244063295,0.0,0.06176662078661878,3.657092134564789,56.94544548273786
23.526050848498443,86.52108673157566,26.589104182625668,0.5375616548523126,28.0,0.0,7.4050990052901815,650.0,18.988261854754214,0.0,14.169989474577248,1.5702273766166028,26.92318680986586
19.333289311142288,7.233274131900216,5.937928171593255,0.3428858245555734,10.0,30.0,7.119987658417827,284.0,5.171940936129186,0.0,0.118240813531647,8.214242477646003,45.90500197077848
20.49794529374122,52.3021360306631,8.21470602544115,0.3877493903852746,9.0,55.0,7.457443666630028,354.0,3.9655044094459075,0.0,0.023570305621304254,6.692468098374622,46.29238595365425
17.120442944204314,92.73428374231047,30.227372310885123,0.697788675672674,9.0,0.0,6.089800174601701,387.0,20.540893210833563,0.0,3.7977573831196247,1.6483359434213098,30.215950664309887
23.526050848498443,34.589887835881804,9.736371626254064,0.4125845786124307,9.0,0.0,6.7480064480453015,208.0,5.444700498683667,0.0,0.03064232417775535,5.61844611625728,39.90055023620408
24.690706831097376,90.78686378372196,21.12026089549354,0.49990830495952765,8.0,0.0,6.850468338327554,421.0,22.964257016606062,0.0,0.5046992849749348,1.9482775101198047,34.477174475943336
24.45777563457759,90.97233235120656,24.04918114968983,0.4310106860067722,8.0,0.0,6.203399226871156,291.0,8.539472458436427,0.0,1.1602466721860971,4.434208159455867,26.34211083555221
18.634495721582926,47.29448470857834,8.454969015043188,0.3500960404924897,8.0,0.0,7.293727385418168,273.0,14.603127349070643,0.0,0.04979145961370289,6.959017960878578,52.49052967966654
23.526050848498443,85.87194674537949,19.95326923171221,0.5712093292245884,28.0,0.0,7.516470625162195,650.0,18.988261854754214,0.0,6.22645353827558,2.712900834490548,25.95472685267644
20.730876490261007,77.24765835734462,8.649467625673411,0.39095393080168184,7.0,0.0,8.648006283061852,177.0,2.5807250918616225,0.0,0.06106219954115313,3.200232908994058,77.08941259227778
23.526050848498443,81.60616969323321,14.999275208013017,0.49189695391850957,28.0,0.0,6.937338201827725,650.0,18.988261854754214,0.0,13.28547737648796,2.278108154698725,-41.45008616770715
21.42967007982036,38.1137906180896,7.928678656867294,0.37813576913605296,11.0,33.0,8.0588504139389,206.0,2.286984024495259,0.0,0.05111688379925008,4.6958543451200665,69.92280890907608
21.662601276340155,85.40827532666793,19.758770621081986,0.3917550659057837,8.0,0.0,6.637748544372008,261.0,11.109706797892107,1.0,0.16170175063675737,4.526677494148435,42.031162142020804
24.341310036317697,90.04498951378345,14.038223249604862,0.4165902541329397,9.0,0.0,7.210198670514158,368.0,8.980084059485971,0.0,0.11865790505856745,2.8405131865347113,38.35101430470101
23.526050848498443,92.73428374231047,15.250979292358013,0.5055162506882402,28.0,0.0,4.302285675655884,650.0,18.988261854754214,0.0,12.533322322941423,1.7636891033660793,44.74285002215118
